patch_id,raw_changed_lines,normalized_changed_lines,normalization_applied,verification_status
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-61-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-45-Jaid-plausible,5,5,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-51-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-55-Jaid-plausible,4,4,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-61-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-51-Jaid-plausible,4,4,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-55-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch1-Math-32-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch1-Math-50-Jaid-plausible,4,4,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch1-Math-53-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch1-Math-80-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch1-Math-82-Jaid-plausible,4,4,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch1-Math-85-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch2-Math-53-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch2-Math-80-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch2-Math-82-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch2-Math-85-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch3-Math-50-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch3-Math-53-Jaid-plausible,4,4,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch3-Math-80-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch3-Math-82-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch3-Math-85-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch4-Math-82-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Math__patch4-Math-85-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__SOFix__Math__patch1-Math-2-SOFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SOFix__Math__patch2-Math-2-SOFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Chart__patch2-Chart-1-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Chart__patch3-Chart-1-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Chart__patch4-Chart-1-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-123-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-18-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-38-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-73-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch10-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch10-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-38-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-86-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-18-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-38-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-86-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-18-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-86-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-18-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-86-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch6-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch6-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch7-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch8-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch8-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch9-Closure-92-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Closure__patch9-Closure-93-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Lang__patch2-Lang-6-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch1-Math-59-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch1-Math-63-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch1-Math-80-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch10-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch11-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch12-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch13-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch14-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch15-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch16-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch17-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch2-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch3-Math-82-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch3-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch4-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch5-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch6-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch7-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch8-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SequenceR__Math__patch9-Math-85-SequenceR,2,2,False,PASS
Patches_others__Doverfitting__SketchFix__Chart__patch1-Chart-1-SketchFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SketchFix__Chart__patch2-Chart-1-SketchFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SketchFix__Lang__patch1-Lang-6-SketchFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SketchFix__Lang__patch2-Lang-6-SketchFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SketchFix__Math__patch1-Math-33-SketchFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SketchFix__Math__patch1-Math-70-SketchFix-plausible,4,4,False,PASS
Patches_others__Doverfitting__SketchFix__Math__patch1-Math-82-SketchFix-plausible,2,2,False,PASS
Patches_others__Doverfitting__SketchFix__Math__patch2-Math-70-SketchFix-plausible,4,4,False,PASS
Patches_others__Doverfitting__SketchFix__Math__patch2-Math-82-SketchFix-plausible,2,2,False,PASS
