patch_id,bug_id,project,bug_number,ground_truth_label,original_label,original_dataset_location,normalized_patch_location,duplicate_group_id,APR_tool,included_primary,included_sensitivity,correction_status,exclusion_reason,label_sensitivity,exclusion_reason_sensitivity,trigger_tests_available,buggy_checkout_available,fixed_checkout_available,patch_applies,patch_compiles,original_tests_pass
Patches_others__Doverfitting__CapGen__Lang__patch7-Lang-59-CapGen-plausible,Lang-59,Lang,59,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Lang/patch7-Lang-59-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Lang__patch7-Lang-59-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Lang__patch8-Lang-59-CapGen-plausible,Lang-59,Lang,59,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Lang/patch8-Lang-59-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Lang__patch8-Lang-59-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Lang__patch9-Lang-59-CapGen-plausible,Lang-59,Lang,59,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Lang/patch9-Lang-59-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Lang__patch9-Lang-59-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch1-Math-5-CapGen-plausible,Math-5,Math,5,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch1-Math-5-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch1-Math-5-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch1-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch1-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch1-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch1-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch1-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch1-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch1-Math-85-CapGen-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch1-Math-85-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch1-Math-85-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch10-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch10-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch10-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch2-Math-5-CapGen-plausible,Math-5,Math,5,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch2-Math-5-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch2-Math-5-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch2-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch2-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch2-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch2-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch2-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch2-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch2-Math-85-CapGen-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch2-Math-85-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch2-Math-85-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch3-Math-5-CapGen-plausible,Math-5,Math,5,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch3-Math-5-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch3-Math-5-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch3-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch3-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch3-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch3-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch3-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch3-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch3-Math-85-CapGen-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch3-Math-85-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch3-Math-85-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch4-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch4-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch4-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch4-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch4-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch4-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch5-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch5-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch5-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch5-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch5-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch5-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch6-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch6-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch6-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch6-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch6-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch6-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch7-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch7-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch7-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch7-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch7-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch7-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch8-Math-63-CapGen-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch8-Math-63-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch8-Math-63-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch8-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch8-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch8-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__CapGen__Math__patch9-Math-80-CapGen-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/CapGen/Math/patch9-Math-80-CapGen-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__CapGen__Math__patch9-Math-80-CapGen-plausible.diff,,CapGen,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-1-Jaid-plausible,Chart-1,Chart,1,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch1-Chart-1-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-1-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-26-Jaid-plausible,Chart-26,Chart,26,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch1-Chart-26-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-26-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-9-Jaid-plausible,Chart-9,Chart,9,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch1-Chart-9-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-9-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-1-Jaid-plausible,Chart-1,Chart,1,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch2-Chart-1-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-1-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-26-Jaid-plausible,Chart-26,Chart,26,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch2-Chart-26-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-26-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-9-Jaid-plausible,Chart-9,Chart,9,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch2-Chart-9-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-9-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-1-Jaid-plausible,Chart-1,Chart,1,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch3-Chart-1-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-1-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-9-Jaid-plausible,Chart-9,Chart,9,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Chart/patch3-Chart-9-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-9-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-33-Jaid-plausible,Closure-33,Closure,33,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Closure/patch1-Closure-33-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-33-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-62-Jaid-plausible,Closure-62,Closure,62,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Closure/patch1-Closure-62-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-62-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-63-Jaid-plausible,Closure-63,Closure,63,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Closure/patch1-Closure-63-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-63-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Closure__patch2-Closure-33-Jaid-plausible,Closure-33,Closure,33,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Closure/patch2-Closure-33-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Closure__patch2-Closure-33-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-45-Jaid-plausible,Lang-45,Lang,45,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch1-Lang-45-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-45-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-51-Jaid-plausible,Lang-51,Lang,51,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch1-Lang-51-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-51-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-55-Jaid-plausible,Lang-55,Lang,55,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch1-Lang-55-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-55-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-61-Jaid-plausible,Lang-61,Lang,61,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch1-Lang-61-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-61-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-45-Jaid-plausible,Lang-45,Lang,45,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch2-Lang-45-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-45-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-51-Jaid-plausible,Lang-51,Lang,51,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch2-Lang-51-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-51-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-55-Jaid-plausible,Lang-55,Lang,55,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch2-Lang-55-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-55-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-61-Jaid-plausible,Lang-61,Lang,61,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch2-Lang-61-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-61-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-51-Jaid-plausible,Lang-51,Lang,51,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch3-Lang-51-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-51-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-55-Jaid-plausible,Lang-55,Lang,55,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Lang/patch3-Lang-55-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-55-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch1-Math-32-Jaid-plausible,Math-32,Math,32,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch1-Math-32-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch1-Math-32-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch1-Math-50-Jaid-plausible,Math-50,Math,50,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch1-Math-50-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch1-Math-50-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch1-Math-53-Jaid-plausible,Math-53,Math,53,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch1-Math-53-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch1-Math-53-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch1-Math-80-Jaid-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch1-Math-80-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch1-Math-80-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch1-Math-82-Jaid-plausible,Math-82,Math,82,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch1-Math-82-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch1-Math-82-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch1-Math-85-Jaid-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch1-Math-85-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch1-Math-85-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch2-Math-53-Jaid-plausible,Math-53,Math,53,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch2-Math-53-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch2-Math-53-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch2-Math-80-Jaid-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch2-Math-80-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch2-Math-80-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch2-Math-82-Jaid-plausible,Math-82,Math,82,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch2-Math-82-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch2-Math-82-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch2-Math-85-Jaid-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch2-Math-85-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch2-Math-85-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch3-Math-50-Jaid-plausible,Math-50,Math,50,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch3-Math-50-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch3-Math-50-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch3-Math-53-Jaid-plausible,Math-53,Math,53,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch3-Math-53-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch3-Math-53-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch3-Math-80-Jaid-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch3-Math-80-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch3-Math-80-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch3-Math-82-Jaid-plausible,Math-82,Math,82,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch3-Math-82-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch3-Math-82-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch3-Math-85-Jaid-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch3-Math-85-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch3-Math-85-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch4-Math-82-Jaid-plausible,Math-82,Math,82,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch4-Math-82-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch4-Math-82-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__Jaid__Math__patch4-Math-85-Jaid-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/Jaid/Math/patch4-Math-85-Jaid-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__Jaid__Math__patch4-Math-85-Jaid-plausible.diff,,Jaid,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__SOFix__Math__patch1-Math-2-SOFix-plausible,Math-2,Math,2,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/SOFix/Math/patch1-Math-2-SOFix-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__SOFix__Math__patch1-Math-2-SOFix-plausible.diff,,SOFix,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_others__Doverfitting__SOFix__Math__patch2-Math-2-SOFix-plausible,Math-2,Math,2,overfitting,overfitting,Patches.zip:Patches/Patches_others/Doverfitting/SOFix/Math/patch2-Math-2-SOFix-plausible.patch,data/normalized_patches/Patches_others__Doverfitting__SOFix__Math__patch2-Math-2-SOFix-plausible.diff,,SOFix,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
